is_urban,population_density,water_source,water_treatment,ph,avg_temperature_c,avg_rainfall_mm,avg_humidity_pct,flooding,Outbreak_Risk
0,508,6,3,6.66,43,26.7,39.1,0,1
1,1107,5,3,6.94,18.6,18.5,48,0,1
1,8,2,1,8.47,43.7,14.6,40,0,0
0,347,6,3,6.54,47.2,5.8,36.3,0,1
0,218,4,0,6.8,47.2,24.1,49.6,0,0
1,778,0,1,8.07,32.3,587.2,72.1,1,0
1,488,2,3,7.39,16.9,17.7,36.8,0,0
0,604,1,3,7.29,23,19.1,46.2,0,1
1,356,2,0,8,24.7,60.8,62,1,0
0,636,3,3,7.55,31.1,44.6,58.2,0,1
1,67,0,1,6.96,44.3,39.2,27.2,0,0
0,487,3,3,6.98,31.8,59.4,62.2,0,1
0,285,3,3,6.94,28.1,13.5,61,0,1
0,758,0,3,7.4,19.6,48.9,67.3,0,0
1,17,5,3,6.95,23.2,94.8,75.4,0,1
0,899,4,2,6.97,35.8,487.2,78.4,1,0
0,1178,1,3,6.93,30.6,266.9,76.7,1,1
1,617,0,1,6.84,18.8,24.3,58.7,0,0
0,508,3,3,7.03,34.6,55.8,40,0,1
1,577,0,1,8.11,25.1,67.5,63.3,0,0
1,333,2,2,8.19,20.9,29.3,57.5,0,0
0,25,3,3,7.72,28.9,540.2,80.1,0,1
1,289,5,0,8.4,40.5,17.7,30.4,0,0
1,10327,1,1,7.73,34.6,468,86.1,0,0
1,197,0,2,7.75,10.3,10.8,43.4,0,0
0,1303,4,0,7.46,19.8,17,48.8,0,0
1,65,2,3,6.74,42.2,29,53.7,0,1
0,350,2,2,6.9,25.3,67.2,62,0,0
0,223,4,3,6.69,29.5,692.8,95.3,0,1
1,173,1,3,6.66,25.6,175.2,73.6,0,1
0,311,5,3,7.16,33.6,323,89.2,0,1
0,290,4,0,7.35,28.9,62.1,74.4,0,0
0,562,1,2,6.63,34.8,767.3,73.5,1,1
1,346,1,3,7.49,33,461.6,82.4,0,1
0,287,5,1,6.84,29.2,11.8,46,0,0
0,736,5,3,7.97,13.9,8.9,48.8,0,1
0,426,6,3,6.57,41.4,21,40.6,0,1
1,544,2,1,6.89,31.6,213.1,74.2,0,0
1,232,0,2,7.13,39.7,54.9,29,0,0
1,47,3,3,7.71,12.3,16.2,59.8,0,1
0,1330,3,0,6.63,25.3,42,45.2,0,1
1,441,5,3,7.38,23.3,696.9,82.9,0,1
0,392,2,0,7.73,15.8,7.8,52.9,0,0
0,490,1,3,6.52,22.9,33.4,58.4,0,1
0,9532,1,2,7.58,38.6,21.6,41,0,1
1,1391,3,0,6.54,33.5,170.7,92.8,0,1
0,710,0,1,6.83,17.3,7.3,34.8,0,0
0,320,6,3,7.09,27.9,718.9,82,0,1
0,570,2,0,8.49,40.3,78,63.8,0,0
0,381,4,2,7.06,32.2,295.4,72.4,0,0
1,759,1,2,6.63,26.7,230.3,66.6,1,1
1,715,0,2,7.11,31.3,30.8,40.1,0,1
1,526,1,1,8.15,30.3,57.2,60.4,0,0
0,899,5,3,6.32,24.7,33.1,45.6,1,1
0,193,3,3,7.13,26.8,65.9,79.4,0,1
0,360,5,2,7.43,29.1,272,65.2,0,1
0,1300,2,1,7.44,36,174.6,90.4,0,1
0,1144,0,1,7.79,31.8,137.8,90,0,1
0,135,5,3,7.91,44.2,29.3,31.6,0,1
0,604,0,3,6.86,30.1,163.7,93.9,0,1
0,250,3,3,7.38,32.6,115,69.6,0,1
1,440,2,2,6.98,31.9,59,54.7,0,0
0,498,2,2,7.99,24.7,266.9,81,0,0
0,260,5,3,6.59,31.3,595,87.7,0,1
0,158,5,1,6.52,9.5,22.9,42.3,0,1
0,276,2,0,8.46,20.6,23.5,56.4,0,0
1,368,5,3,7.26,24.4,74.4,73.5,0,1
1,738,4,1,7.8,38.3,55.8,58.4,0,0
0,625,3,3,7.97,25.7,177.5,83.6,0,1
0,545,6,2,6.55,31,540.4,88.3,0,1
0,612,2,0,8.36,17.5,13.1,33,0,0
1,1171,5,0,8.36,38,41.8,34.9,0,0
1,688,2,2,7.28,20.3,14.1,44.8,0,0
0,99,3,3,7.42,20.3,26.6,61.3,0,1
0,190,3,3,6.62,18.7,93.2,68.5,0,1
0,627,5,2,6.76,29,458.6,73.2,0,1
1,149,1,2,7.56,29.8,178.3,62,0,0
0,417,1,3,8.31,37,43.5,37.1,0,0
0,145,5,3,7.48,11.1,5.4,51.8,0,1
1,262,2,0,8.23,23.7,35.5,64.9,0,0
0,588,1,3,7.58,26.2,51.5,76.1,0,1
1,512,2,0,6.88,27.3,108,59.6,0,0
1,1139,4,3,6.12,30.2,18.6,49,1,1
0,89,5,0,8.06,25.3,82.3,64.4,0,1
0,359,1,2,7.6,29.3,30.5,60.6,0,0
0,708,0,1,7.04,23.4,37.4,51.9,0,0
1,410,2,3,7.9,30.5,642.4,92.1,0,0
1,264,4,3,7.64,10.5,14.1,43.1,0,1
0,495,3,3,6.8,21.4,15.1,36.6,0,1
0,186,1,0,7.54,28.6,625.5,90.5,1,1
0,628,1,0,8.13,27.7,538.5,92,0,1
1,469,4,3,7.22,24.4,50,61.2,0,1
1,891,5,3,6.48,42.4,35,39.7,0,1
1,779,6,0,7.99,28.3,266.6,72,0,0
0,310,4,3,7.83,31.7,319,92.4,0,0
1,407,3,2,7.13,42.9,57,45.3,0,1
1,591,2,3,7.14,33.1,437.1,68.2,0,0
0,387,3,3,7.31,27.1,753.5,87,0,1
1,1422,0,2,7.16,32.2,335.1,89.5,0,1
0,173,2,1,7.14,31.3,181.9,81.8,0,1
0,574,3,3,6.79,38,23.4,38.2,0,1
0,406,3,3,6.65,35.9,41.6,64.5,0,1
0,741,2,3,7.07,40.9,25,29.1,0,1
0,1353,1,3,7.36,15.6,13.6,42.6,0,1
1,430,2,0,7.24,24.6,22,64.9,0,0
0,560,2,3,7.83,34.6,822.1,85.6,1,1
0,278,3,3,6.95,29.9,28.6,48.8,0,1
1,675,2,1,6.96,46.1,42.9,34,0,0
0,134,3,3,7.55,36.7,296.4,77,0,1
1,714,3,3,7.54,33.2,47.5,58.5,0,1
1,827,5,3,6.44,15.6,18.6,44.1,0,1
1,201,2,0,7.78,28.6,367.4,73.3,1,0
0,57,5,3,6.86,30.6,232.7,78.6,1,1
0,123,0,3,7.25,31.6,883.1,88.2,0,1
0,58,1,3,6.77,25.1,72.6,76.9,0,1
1,111,6,1,8.11,9.4,28.7,56.7,0,0
1,1491,1,3,7.23,28,478.7,71.8,0,1
0,1050,0,3,7.85,34.1,47.5,40.6,0,1
0,713,3,1,7.89,39.5,37.5,41.3,0,1
0,494,1,3,6.44,35.9,27.7,29.3,0,1
0,568,0,2,8.41,31.5,435.4,83.2,0,0
1,91,1,0,8.38,27.1,180.9,61.1,0,0
0,1877,5,3,6.59,29.4,254.2,82.6,0,1
1,113,0,0,7.93,18.3,82.4,73.7,0,0
1,415,0,2,6.92,28.8,18.3,41,0,0
0,146,4,3,7.25,25.1,536.5,97.9,0,1
1,269,0,3,6.8,40.3,75.5,40.3,0,1
0,281,4,0,7.51,41.5,52.3,49.3,0,1
1,396,6,0,8.29,28.1,14.9,40.2,0,0
0,355,4,3,7.21,30.9,263.2,91.2,1,1
1,534,2,0,7.34,25,286.3,75.8,1,0
0,466,2,3,7.1,30,230.7,91.3,0,1
0,546,1,3,7.05,26.1,714.6,80,0,1
0,8796,1,1,6.63,36.8,357.5,70.7,0,1
0,191,5,3,6.44,28.3,35.6,52.4,0,1
1,162,2,0,8.27,26.4,332.3,97.5,0,0
1,580,2,0,7,14.2,5.6,38.9,0,0
1,257,5,3,6.88,7.2,29.8,44.2,0,1
0,468,0,3,6.75,34.7,37,29.6,0,1
0,794,2,1,8.08,29.9,141.6,83.9,0,0
1,659,6,2,7.42,20,17.8,49.5,0,1
0,445,3,3,7.14,30.4,792.8,79.7,1,1
1,150,5,2,7.4,27,117.7,73.7,0,1
1,10556,3,3,7.44,39.2,38.8,43.3,0,1
1,905,2,3,7.02,11.8,21.1,59,0,0
1,393,1,2,7.3,13.1,7.8,52.6,0,0
0,376,0,1,7.55,30.3,743.7,84.7,0,1
1,9339,5,2,8.49,33.7,412.6,81.2,0,0
1,1136,3,2,6.76,35.4,470.9,65.5,1,1
0,972,6,1,8.03,30.5,203.5,71.3,1,0
1,457,2,0,7.8,24.7,25.3,58.6,0,0
0,1538,1,3,7.42,35.5,674.9,91.9,0,1
0,208,3,0,6.48,14.4,12.5,56.6,0,1
1,74,0,0,8.39,22.5,81.4,61,0,0
1,330,0,2,8.13,27.3,610.6,74.1,0,0
1,251,3,1,6.81,24,20,56.7,0,1
1,343,5,1,8.12,31.5,257.9,72.1,0,0
0,1582,3,3,7.23,27.2,488.5,79.9,0,1
1,1496,1,3,7.47,23.4,11.5,46,0,1
1,550,2,1,7.49,29.3,238.1,80.6,1,0
1,599,2,1,7,18.1,15.1,36,0,0
1,1170,1,0,8.25,24.5,38.1,60.7,0,0
0,193,2,3,7.01,21.7,46.2,72,1,1
0,475,0,3,6.07,25.4,16.5,45.2,0,1
0,429,5,2,6.4,29.7,446.8,95.4,0,1
0,1392,1,0,7.58,11.2,8.9,45.8,0,1
1,488,3,3,7.45,32.6,72.7,63.9,0,1
0,543,0,1,6.92,38.6,38.9,61.6,0,0
1,651,0,2,7.8,46.9,55.9,36.8,0,1
1,127,3,0,7.42,30.3,994.9,94.6,0,1
0,1189,1,0,7.88,27.8,20.1,54.4,0,0
0,336,3,1,7.34,30.3,475.2,88.4,1,1
0,385,5,3,6.47,26.7,34.3,45.1,0,1
1,1196,6,3,7.5,20.2,46.2,52.5,0,1
0,339,4,3,7.01,30.7,214.9,70.4,0,1
0,394,1,3,6.58,23.7,178.5,69.8,0,1
1,230,5,1,8.07,31.8,134.5,78.8,0,0
0,368,5,3,6.78,26.4,65.9,65,0,1
0,283,5,3,6.05,30,110.4,89.8,0,1
0,747,0,2,7.06,36.3,373.6,91.8,0,0
0,861,1,3,6.96,31.7,36,57.7,0,1
0,411,2,3,7.39,37.9,16.9,25.2,0,0
0,622,3,3,7.04,44.9,59,51.1,0,1
1,458,4,1,8.47,37.8,17.9,44.1,0,0
0,233,2,3,8.01,10.3,15.7,54,0,0
0,1264,4,2,7.46,38.6,41,55.5,0,0
0,455,4,0,7.91,22.4,65.9,50,0,1
1,1457,0,3,7.26,35.5,243.6,92.9,1,1
1,440,2,1,8.28,35.7,32.9,41.2,0,0
0,10315,1,3,6.93,31.6,340.5,84.4,0,1
0,152,0,3,7.8,27.3,290,93.5,0,1
0,492,1,3,7.27,22.2,40.1,59.6,0,1
0,659,3,2,8.04,20.1,21.1,43.6,0,0
1,1447,5,1,6.92,35.8,12.3,31.1,0,1
0,449,4,1,7.61,10.9,18.5,33,0,0
0,171,5,1,7.2,31.3,35.5,62.3,0,0
1,147,1,2,8.2,28.4,25.3,63.2,0,0
1,323,2,1,6.93,19.3,43.4,67.2,0,0
0,570,3,3,7.06,29.9,118.6,67.9,0,1
0,1511,5,3,7.44,28.1,766.7,79.1,1,1
1,578,4,0,8.18,21.1,42.3,67.5,0,0
0,1295,6,3,7.85,20.4,10.1,59.1,0,1
1,452,1,0,7.6,29.2,36.2,43.7,0,0
0,1004,2,0,7.92,11.4,25,56.3,0,1
0,383,1,3,6.65,31.9,729.6,83.6,1,1
0,1277,0,3,6.7,38,468.8,80.3,0,1
0,54,1,3,6.97,28.8,474.9,74.3,1,1
0,1625,6,3,7.6,30.4,31.2,60.6,0,1
0,154,1,3,7.25,17.6,17.5,38.5,0,1
0,282,1,3,7.11,25.3,353.6,77.2,0,1
1,485,2,0,6.84,32.9,22.7,43.4,0,0
0,253,3,3,6.86,32.2,255.6,81.9,0,1
1,113,1,0,6.85,27.3,25,61.9,1,1
0,492,4,0,7.19,43.7,24.3,31.5,0,1
0,1310,3,1,6.95,34.4,484.9,94.1,0,1
0,380,2,0,7.87,31.5,177.2,67.9,0,0
1,37,2,2,7.72,17.8,22.5,50.4,0,0
1,507,5,1,7.53,25.8,678.2,96.7,1,0
0,324,3,3,8.16,19.8,41.5,59.8,0,0
0,93,0,0,8.42,14.5,15.4,52.8,0,0
0,490,5,3,6.47,43.4,73.6,39,0,1
1,436,5,1,8.14,31.7,437.8,93.6,0,0
1,666,6,3,7.02,37,409.7,72.5,0,1
1,404,1,3,7.85,11.7,12,54.4,0,1
0,231,5,0,8.22,25.1,39.5,59,0,0
0,1474,0,0,7.43,35.8,54.7,26.5,0,0
0,542,5,3,6.83,19.7,6.6,38.8,0,1
0,384,0,2,7.53,25,68,77.5,0,1
0,448,2,2,7.11,41.4,50.4,31.8,0,0
1,684,3,1,7.38,30.3,18.2,63.3,0,0
1,308,0,0,8.43,24.5,34.9,48.6,0,0
1,1149,2,1,6.95,41.1,76.5,41.9,0,0
0,120,0,3,7.3,34.6,352.6,84.1,1,1
0,734,6,3,6.74,20.7,30.1,49.7,1,1
1,19,0,1,7.82,23.7,537.4,84.8,0,0
0,10940,5,3,6.32,12.6,22.8,46.8,0,1
0,380,5,3,6.87,24.1,31.4,53.8,0,1
0,457,5,3,7.37,39.1,59.9,56,0,1
0,1306,0,3,6.01,28.9,36.1,59.3,0,1
1,517,0,3,6.5,23.4,47.8,52.3,0,1
1,323,3,3,7.04,9.2,14.1,49.6,0,1
1,691,0,2,6.84,29.5,15.8,63.2,0,0
0,656,6,2,7.75,42.8,23.2,38.9,0,1
0,1313,2,3,7.18,6.2,21.8,53.1,0,1
1,526,5,0,7.15,26.3,42.4,69.7,0,0
1,11,5,3,7.59,25.1,169.8,78.4,0,1
0,408,6,3,7.47,29.1,797.4,83.1,1,1
0,470,2,3,7.4,34.5,287.1,84,1,1
1,1736,3,3,6.17,29.9,555,82.4,0,1
0,725,5,0,7.08,18.4,29.6,45.2,0,1
1,582,0,1,7.24,39.7,57.6,48,0,0
1,217,2,1,7.81,19.3,17.4,55.4,0,0
1,428,1,3,7.49,33.8,568.1,86.2,0,1
1,1304,0,2,7.84,37.4,450.4,78.2,0,0
0,362,0,1,7.86,32.7,27.7,56.8,0,1
1,1165,0,1,7.76,29.7,493.1,81,0,0
0,570,1,3,6.4,33.2,392.1,83.3,1,1
0,553,1,3,6.52,19.3,66.2,68.6,0,1
1,709,2,2,8.02,42.7,48,30.7,0,0
0,641,2,2,7.71,8.6,27.1,31.1,0,1
0,518,5,3,7.02,39.2,72.6,42,0,1
1,496,2,1,8.44,20.3,13.6,57.7,0,0
1,403,0,1,8.31,26.8,75.9,70.7,0,0
0,6,5,3,7.28,31.9,223,80.9,0,1
0,327,4,3,7.08,28.9,335.1,84.6,1,1
0,601,5,2,7.06,16.3,18.1,37.1,0,0
1,496,1,3,7.35,24.8,48.3,54.3,0,1
0,528,1,0,7.63,31.6,610.5,84,0,1
1,1177,3,3,6.82,8.1,9.6,50.7,0,1
1,276,1,3,7.59,28.5,269,92.6,0,1
0,434,5,1,7.41,16.5,12.1,56.5,0,1
0,787,0,3,7.62,33.2,525.8,73.9,0,1
1,786,0,3,6.65,27.2,16.9,55.9,0,1
0,458,3,3,7.32,30,657.6,81.7,0,1
1,541,3,2,7.32,30.1,387.9,66.1,0,1
0,394,5,3,7.14,27.9,21.1,61.5,1,1
0,532,5,3,6.85,24.3,376.8,88.6,0,1
0,299,0,3,6.8,26,23.8,42.4,0,1
0,590,1,3,6.58,26.5,70.6,63.1,0,1
1,227,5,3,6.91,31.2,664.4,94.4,0,1
0,95,6,2,8.12,24.5,599.7,81.5,0,0
0,742,3,3,7.47,19.8,16.3,56.6,0,1
0,335,6,3,7.26,12.9,15.6,56.5,0,1
1,363,2,2,7.19,37.8,36.1,30,0,1
0,1105,3,3,7.53,32.9,55.3,35,0,1
1,1348,2,1,8.15,27.7,858.4,90.4,1,0
0,878,0,2,6.84,9.8,26.6,54.4,0,0
1,1417,5,3,7.54,33.6,491.8,90.8,0,1
0,8469,0,0,8.17,33.5,114.5,93.3,0,0
0,2310,2,1,6.61,30.9,30.5,56.3,0,1
1,975,2,1,7.7,8.4,13.3,40.2,0,0
0,492,1,3,8.02,31.4,590,74.2,0,1
1,141,1,0,8.02,21.8,50.3,61.7,1,1
0,348,4,0,7.92,23.9,6.1,53.3,0,0
1,116,5,2,8.04,25.9,754,81,0,0
0,799,0,3,6.24,20.6,5.7,52.9,0,1
0,56,5,3,6.64,18.5,35,60,0,1
1,496,3,2,7.58,34.8,297.9,74.7,1,1
0,626,5,3,7.27,39.1,28,63.7,0,1
0,778,3,3,7.34,29.5,40.3,61.9,0,1
0,215,2,1,7.76,41.2,48.6,43.3,0,0
1,451,1,0,7.51,44.6,32.4,45.1,0,0
0,1547,0,2,7.39,29.9,47.2,53.5,0,1
1,189,5,3,7.16,30,125.1,66.1,0,1
0,9217,2,1,7.72,35.7,50.1,43.8,0,0
0,233,4,1,6.85,20.1,9.3,49,0,0
0,1114,6,2,7.16,29.2,19.8,53.4,0,1
0,1111,0,1,8.28,45.4,51.5,53.2,0,0
0,566,0,0,7.89,26.4,406.7,76.9,0,0
1,878,5,3,6.44,28.5,38.2,73.9,0,1
0,419,2,2,8.15,34.3,583.4,95.9,0,1
0,170,1,3,6.95,25,470.2,82.9,0,1
0,171,5,2,7.15,31,13.9,52.4,0,1
0,544,0,3,7.37,36.4,18.1,53.5,0,1
0,1154,2,3,7.39,33.1,421.7,94.3,1,0
1,321,2,1,7.87,26.6,26.9,54.3,0,0
1,376,0,2,7.32,46.5,20,29.6,0,0
0,1538,5,0,7.55,28.4,625.8,90.2,0,0
0,508,1,2,7.8,27.3,56.1,55.9,0,1
1,467,0,3,7.59,30.1,393.3,80.1,1,1
1,862,0,2,7.91,29.2,481.6,69.9,1,0
1,1485,5,0,7.56,20.8,15.9,59.9,0,1
1,606,4,3,6.28,13.5,20.9,57.8,0,1
0,340,2,3,6.81,22.5,25.1,63.2,0,0
0,403,1,1,7.54,21.9,12.4,48,0,0
1,55,0,0,8.36,35,373.6,74.2,0,0
1,497,2,1,7.7,18.8,24.1,64.6,0,0
1,403,0,3,7.45,12.7,27.2,41.1,0,1
0,699,5,3,7.91,27.7,367.6,78,0,1
0,753,6,3,7.6,35.7,353.7,71.1,1,1
1,1392,1,3,7.34,31.9,346.3,68.6,1,1
0,970,3,3,7.1,43.1,48.6,52.7,0,1
1,581,3,3,6.76,31,30.4,52.5,0,1
0,283,1,1,8.11,26.2,627.1,73,0,0
1,705,2,1,8,33.2,114,83.6,1,0
0,860,4,3,7.63,35.1,317.6,71.8,0,1
0,1415,3,2,6.86,31.7,52.7,50.2,0,1
1,754,2,2,7.89,41.4,22.9,64.3,0,0
0,1127,0,3,8,26.5,65.6,61.3,1,1
0,665,2,3,7.94,18.5,15.5,41.9,0,0
0,551,3,0,7.1,26.1,17.7,52.5,0,1
0,1427,3,3,6.5,36.1,373.7,70.8,0,1
1,468,5,1,7.32,29.8,168.4,70.1,0,1
0,545,1,3,6.82,27.3,283.8,78.5,0,0
0,365,1,3,7.86,28.9,614.3,71.5,0,1
0,397,6,2,6.81,31.5,138.8,75.4,1,0
1,93,1,3,7.62,36.4,382.7,69.8,0,1
1,9329,1,3,7.44,29.6,45.8,62.5,0,1
1,1490,5,3,7.08,28.3,65.4,53.5,0,1
0,214,5,3,7.65,27.8,151.3,72.7,0,1
0,109,3,1,6.93,23.5,941.7,81.3,0,1
1,446,2,1,7.29,41.5,9.2,24.2,0,0
0,669,6,3,6.67,30.5,11.2,48.1,0,1
0,1172,0,0,7.18,37.4,481.1,66.1,0,1
0,736,5,3,7.24,12.9,7.9,48.2,0,1
0,474,2,2,8.1,34,45.6,35.8,0,0
1,286,2,3,7.69,23.3,32.6,46.9,0,1
0,1926,0,1,8.44,31.2,612.3,79.6,0,0
0,1444,3,3,7.19,34.4,419.8,81.6,1,1
0,243,3,0,6.51,24.3,919.7,96.9,0,1
0,10635,1,3,6.24,36.5,486.5,90.5,0,1
0,526,0,3,7.8,21.6,13.4,57.5,0,1
0,477,6,2,7.5,29.2,477.6,70.9,0,0
0,43,2,3,6.81,23.8,88.5,55.2,0,0
0,784,1,2,6.64,25,109.6,81,0,1
1,1351,0,0,6.56,38.5,13.8,34.4,0,1
0,352,3,3,6.23,29.8,465.6,80.1,0,1
0,433,0,3,7.29,40.7,36.8,32.8,0,1
0,677,0,3,6.56,29.4,386.4,78.4,0,1
1,1081,0,3,7.48,31.9,792.4,80.8,0,1
0,450,6,3,6.96,28.9,317.2,85,0,1
1,10400,2,1,7.57,41.4,56.2,48.5,0,1
0,619,2,3,7.32,31.2,496,97.4,0,0
1,200,6,1,8.35,36.9,58.1,43,0,0
0,570,5,3,7.74,31.7,30.1,74.8,0,1
1,207,1,0,6.66,39.8,59.2,25.8,0,1
1,940,6,3,7.4,34.4,365.5,67.1,0,1
0,536,1,1,7.01,22.3,5.1,41.6,0,1
1,621,1,3,8.03,19.8,6.2,31.5,0,0
0,1190,0,0,7.77,25.6,42.7,66,0,0
1,1123,1,0,8.42,35.6,47.9,51.3,0,0
0,447,2,2,7.23,19.4,12.9,48.3,0,0
1,481,0,0,6.81,27.9,153.3,84.1,1,0
1,155,1,2,7.69,44.6,19.3,54,0,1
1,880,0,3,7.14,43.7,46.1,49.2,0,1
1,575,0,2,6.8,30.1,225.5,75.3,0,0
1,45,5,0,7.72,22.9,68.6,73.1,0,0
1,432,0,3,6.72,26.4,192.1,66.2,0,1
1,613,2,1,8.24,22.3,53.4,60.5,0,0
0,815,3,3,7.38,40.5,30.2,59.9,0,1
1,763,4,2,7.81,41.2,46,47.3,0,0
0,401,4,3,8.05,23.3,745.1,96,0,1
0,108,3,2,7.54,24.5,11.7,53.7,1,1
1,644,6,2,7.05,44.5,50.3,53.6,0,0
0,203,0,2,7.55,28.8,35,54.7,0,1
1,527,2,1,8.15,41.1,20.7,35.3,0,0
0,1140,2,3,7.24,30.5,434.7,79.7,0,1
0,1375,1,3,7.12,28.7,43.3,47.5,1,1
1,495,0,1,7.69,19.3,10.1,36.7,0,0
0,661,2,2,7.19,43.1,22.8,38,0,0
0,1172,3,3,7.23,18.9,6.7,40.1,0,1
0,188,0,3,7.49,31.2,665.9,85.9,0,1
0,761,5,3,7.06,33.3,164.7,80.9,0,1
0,515,4,3,7.68,15.1,9.5,35.3,0,1
1,467,2,0,8.47,21.5,6.8,51.1,0,0
1,1053,5,2,7.66,29.6,514.6,92.6,0,1
1,1426,2,0,8.27,23.1,77.6,54.9,0,0
0,47,2,3,7.94,9.6,15.3,47,0,0
0,235,2,3,7.85,44.3,19.1,42.3,0,1
0,574,6,1,7.94,34,23.7,35.9,0,0
0,343,5,3,7.18,38.9,31.3,38.6,0,1
0,88,0,3,7.07,19.7,74.5,74.3,0,0
0,248,0,1,8.5,46,11.2,49.3,0,0
1,665,2,1,7.87,34.4,312.2,71.1,1,0
0,191,6,3,7.31,29.5,486.4,87.5,0,1
0,209,6,1,6.72,13.8,28.8,42.6,0,1
0,300,3,2,7.04,34,101.6,82,1,1
0,201,0,2,7.79,31.8,503,84,0,1
0,365,1,3,7.34,26.3,964.1,80.1,0,1
1,269,2,1,8.18,21.5,32.5,61.1,0,0
0,568,0,2,7.06,21.2,28,41.5,1,1
1,503,3,1,6.26,21.5,22.6,64.6,1,1
0,882,2,1,8.41,44,26.3,30.5,0,0
0,370,6,2,7.16,31.4,37.4,50.1,0,0
1,470,1,3,6.95,37.2,419.8,79.8,0,1
0,442,1,2,7.49,34.5,273.3,91.6,0,0
1,855,1,1,7.88,30.3,42.5,50.4,1,0
0,503,5,1,6.81,21.8,11.1,30.9,0,1
1,197,5,3,6.55,34.3,353.9,80.7,0,1
0,312,5,3,6.83,42,14.3,26.1,0,1
0,681,5,1,7.24,29.7,336.9,75.7,0,1
0,1043,6,3,6.28,36.9,34.5,45.6,0,1
0,442,5,3,7.23,27.8,430.8,79,0,1
1,81,6,1,8.38,27.1,50.7,76.8,0,0
1,953,3,3,6.66,29.6,427.6,75.2,0,1
0,464,3,3,7.78,39.3,8.3,31.9,0,1
1,490,2,1,7.99,30.9,142,85,1,0
1,434,5,0,7.01,39.2,75.7,45.9,0,0
1,57,2,3,7.24,27.7,40.8,66.7,0,1
1,446,2,3,7.61,27.9,594.3,72.5,0,0
1,362,5,1,6.81,25.7,52.8,49.5,1,0
1,272,2,2,7.52,14.5,15.6,47,0,0
0,979,3,0,7.27,25.1,68.6,71.7,0,0
0,120,5,3,7.22,19.6,10.4,57.9,0,1
1,283,0,1,8.21,23.8,30.4,70.8,1,0
1,435,2,1,8.44,17.5,8.9,47,0,0
1,1676,2,0,7.63,39.9,59.3,49.5,0,0
0,1348,0,0,7.87,24.3,29.1,61.8,0,0
0,410,5,3,6.95,22.9,266.1,83.2,0,1
0,302,5,2,6.93,10.9,14.7,37.4,0,1
0,77,5,3,6.96,31.5,943.1,95.3,0,1
0,548,2,1,7.45,19,47.4,62.2,0,0
0,291,2,3,7.06,27.5,303.5,82.8,0,1
0,175,2,0,6.86,33.2,147.6,57.3,0,0
1,491,0,3,7.45,23.8,50.6,52.1,0,1
0,1220,4,3,7.27,35.9,401.9,81.2,0,1
1,1318,2,1,8.11,29.3,32.2,60.2,0,0
1,236,0,0,8.33,40,31.7,58.7,0,0
1,497,0,1,7.49,21.7,19.6,50.5,0,0
0,116,1,3,7.01,10.5,14.4,45.7,0,1
0,485,2,0,7.99,29,234.7,61.8,1,0
0,704,1,3,6.06,27.1,724.1,83.8,0,1
0,1834,1,1,7.04,33.4,21.1,51.8,0,0
0,576,2,1,7.31,36.2,11.1,30.1,0,1
0,435,6,3,7.02,44.4,35.2,25.9,0,1
1,528,3,3,7.57,24.3,886.2,81.8,0,1
0,1379,5,3,7.68,34.8,861,83.7,0,1
0,10423,3,3,7.65,33.9,494.6,89.1,0,1
0,340,1,3,7.15,25,609.7,96.4,0,1
1,489,3,3,8.2,39.8,9.5,34.3,0,1
1,752,1,3,6.34,33.2,34.7,63.8,0,1
0,438,3,2,7.56,30.3,210.6,79.1,0,1
0,1078,0,1,7.91,37.4,343.7,88.1,0,0
1,444,5,1,7.57,20.8,22.3,49.2,0,0
1,406,2,1,7.29,19.6,48.4,66.6,0,0
1,888,4,2,7.91,38.2,12.6,42.1,0,0
0,794,1,3,6.9,32.9,499.8,79.4,0,1
1,839,2,2,7.2,39.6,16.2,52.6,0,0
0,790,1,0,7.79,43.3,23.7,40.9,0,0
1,8587,1,1,8.21,37.6,262.3,74.2,1,0
0,208,3,3,7.83,8.2,11,31.1,0,1
0,397,1,3,7.52,30.2,647.7,82.5,1,1
0,318,3,0,7.05,29.5,342.4,92,0,1
0,710,6,2,7.35,36.6,25.4,33.1,0,1
0,330,6,3,7.31,10.5,10.4,57.9,0,1
1,165,1,1,8,11.3,9.5,44.8,0,0
1,466,0,3,7.1,20.8,49.2,68.1,0,0
1,512,1,3,6.7,26.3,22.4,47.8,0,1
0,408,6,3,6.66,24.7,194.6,67.3,0,1
0,236,0,3,7.24,42.8,57.5,43,0,1
1,275,1,1,7.73,44,11.5,34.7,0,0
1,423,0,3,6.86,31.4,219.1,69.7,1,1
1,431,1,0,7.64,41,33.4,37.3,0,0
0,573,4,1,7.23,29.6,160.7,75.7,0,1
1,432,2,2,7.19,25.8,65.8,56.2,0,0
1,132,1,3,7.25,14,20.5,55.2,0,1
0,354,2,2,7.07,22.2,29.3,68.2,0,1
0,1608,0,1,7.29,27.9,255.7,76.8,0,0
0,1386,0,3,7.4,20.6,19.1,57.5,0,1
0,570,2,3,7.2,25.6,232.3,83.7,0,1
1,440,6,3,7.92,38.5,33.5,28.3,0,1
0,529,0,2,6.2,27.6,764.1,74.7,0,1
1,260,0,1,8.48,27.6,48.3,59.5,0,0
0,419,3,0,7.08,33.6,124.3,57.5,0,1
1,772,2,3,8.4,18.7,45.1,58.7,0,0
